                                                                       Heist to the Museum - Description of the internal state

                                                                                        Assault party 1                      Assault party 2                                   Museum
MstT   Thief 1      Thief 2      Thief 3      Thief 4      Thief 5      Thief 6            Elem 1     Elem 2     Elem 3         Elem 1     Elem 2     Elem 3    Room 1  Room 2  Room 3  Room 4  Room 5
Stat  Stat S MD    Stat S MD    Stat S MD    Stat S MD    Stat S MD    Stat S MD    RId  Id Pos Cv  Id Pos Cv  Id Pos Cv  RId  Id Pos Cv  Id Pos Cv  Id Pos Cv   NP DT   NP DT   NP DT   NP DT   NP DT
3     3    P  5    4    P  5    4    P  5    3    P  2    3    P  2    4    P  5      1   0   0  0   0   0  0   3   0  0    2   4   5  1   5   6  1   1   6  1    3 16    4 26   10 23   14 25   13 28   
3     3    P  5    4    P  5    4    P  5    3    P  2    3    P  2    4    P  5      1   0   0  0   0   0  0   3   0  0    2   4   5  1   5   4  1   1   6  1    3 16    4 26   10 23   14 25   13 28   
3     3    P  5    4    P  5    4    P  5    3    P  2    3    P  2    4    P  5      1   0   0  0   0   0  0   3   0  0    2   4   5  1   5   4  1   1   4  1    3 16    4 26   10 23   14 25   13 28   
3     3    P  5    4    P  5    4    P  5    3    P  2    3    P  2    4    P  5      1   0   0  0   0   0  0   3   0  0    2   4   3  1   5   4  1   1   4  1    3 16    4 26   10 23   14 25   13 28   
3     3    P  5    4    P  5    4    P  5    3    P  2    3    P  2    4    P  5      1   0   0  0   0   0  0   3   0  0    2   4   3  1   5   2  1   1   4  1    3 16    4 26   10 23   14 25   13 28   
3     3    P  5    4    P  5    4    P  5    3    P  2    3    P  2    4    P  5      1   0   0  0   0   0  0   3   0  0    2   4   3  1   5   2  1   1   2  1    3 16    4 26   10 23   14 25   13 28   
3     3    P  5    4    P  5    4    P  5    3    P  2    3    P  2    4    P  5      1   0   0  0   0   0  0   3   0  0    2   4   1  1   5   2  1   1   2  1    3 16    4 26   10 23   14 25   13 28   
3     3    P  5    4    P  5    4    P  5    3    P  2    3    P  2    4    P  5      1   0   0  0   0   0  0   3   0  0    2   4   1  1   5   0  1   1   2  1    3 16    4 26   10 23   14 25   13 28   
3     3    P  5    4    P  5    4    P  5    3    P  2    3    P  2    4    P  5      1   0   0  0   0   0  0   3   0  0    2   4   1  1   5   0  1   1   0  1    3 16    4 26   10 23   14 25   13 28   
3     3    P  5    4    P  5    4    P  5    3    P  2    3    P  2    4    P  5      1   0   0  0   0   0  0   3   0  0    2   4   0  1   5   0  1   1   0  1    3 16    4 26   10 23   14 25   13 28   
3     3    P  5    4    P  5    4    P  5    4    P  2    3    P  2    4    P  5      1   0   0  0   0   0  0   3   0  0    2   4   0  1   5   0  1   1   0  1    3 16    4 26   10 23   14 25   13 28   
3     3    P  5    4    P  5    4    P  5    4    P  2    3    P  2    4    P  5      1   0   0  0   0   0  0   3   0  0    2   4   0  1   5   0  1   1   0  1    3 16    4 26   10 23   14 25   13 28   
3     3    P  5    4    P  5    4    P  5    4    P  2    4    P  2    4    P  5      1   0   0  0   0   0  0   3   0  0    2   4   0  1   5   0  1   1   0  1    3 16    4 26   10 23   14 25   13 28   
3     3    P  5    4    P  5    4    P  5    4    P  2    4    P  2    4    P  5      1   0   0  0   0   0  0   3   0  0    2   4   0  1   5   0  1   1   0  1    3 16    4 26   10 23   14 25   13 28   
3     4    P  5    4    P  5    4    P  5    4    P  2    4    P  2    4    P  5      1   0   0  0   0   0  0   3   0  0    2   4   0  1   5   0  1   1   0  1    3 16    4 26   10 23   14 25   13 28   
1     4    P  5    4    P  5    4    P  5    4    P  2    4    P  2    4    P  5      1   0   0  0   0   0  0   3   0  0    2   4   0  1   5   0  1   1   0  1    3 16    4 26   10 23   14 25   13 28   
3     4    P  5    4    P  5    4    P  5    4    P  2    4    P  2    4    P  5      1   0   0  0   0   0  0   3   0  0    2   4   0  1   5   0  1   1   0  1    3 16    4 26   10 23   14 25   13 28   
3     4    P  5    4    P  5    4    P  5    4    P  2    4    P  2    4    P  5      1   0   0  0   0   0  0   3   0  0    2   4   0  0   5   0  1   1   0  1    3 16    4 26   10 23   14 25   13 28   
3     4    P  5    4    P  5    4    P  5    4    P  2    4    P  2    4    P  5      1   0   0  0   0   0  0   0   0  0    2   4   0  0   5   0  1   1   0  1    3 16    4 26   10 23   14 25   13 28   
1     4    P  5    4    P  5    4    P  5    4    P  2    4    P  2    4    P  5      1   0   0  0   0   0  0   0   0  0    2   4   0  0   5   0  1   1   0  1    3 16    4 26   10 23   14 25   13 28   
3     4    P  5    4    P  5    4    P  5    4    P  2    4    P  2    4    P  5      1   0   0  0   0   0  0   0   0  0    2   4   0  0   5   0  1   1   0  1    3 16    4 26   10 23   14 25   13 28   
3     4    P  5    4    P  5    4    P  5    4    P  2    4    P  2    4    P  5      1   0   0  0   0   0  0   0   0  0    2   0   0  0   5   0  1   1   0  1    3 16    4 26   10 23   14 25   13 28   
3     4    P  5    4    P  5    4    P  5    4    P  2    4    P  2    4    P  5      1   0   0  0   0   0  0   0   0  0    2   0   0  0   5   0  0   1   0  1    3 16    4 26   10 23   14 25   13 28   
1     4    P  5    4    P  5    4    P  5    4    P  2    4    P  2    4    P  5      1   0   0  0   0   0  0   0   0  0    2   0   0  0   5   0  0   1   0  1    3 16    4 26   10 23   14 25   13 28   
2     4    P  5    4    P  5    4    P  5    4    P  2    4    P  2    4    P  5      1   0   0  0   0   0  0   0   0  0    2   0   0  0   5   0  0   1   0  1    3 16    4 26   10 23   14 25   13 28   
2     4    P  5    4    P  5    4    P  5    4    P  2    4    P  2    4    P  5      1   0   0  0   0   0  0   0   0  0    2   0   0  0   5   0  0   1   0  1    3 16    4 26   10 23   14 25   13 28   
2     4    P  5    4    P  5    4    P  5    4    P  2    4    P  2    4    P  5      1   0   0  0   0   0  0   0   0  0    2   0   0  0   0   0  0   1   0  1    3 16    4 26   10 23   14 25   13 28   
2     4    P  5    4    P  5    4    P  5    4    P  2    4    P  2    4    P  5      1   0   0  0   0   0  0   0   0  0    2   0   0  0   0   0  0   1   0  0    3 16    4 26   10 23   14 25   13 28   
2     4    P  5    4    P  5    4    P  5    4    P  2    4    P  2    4    P  5      1   0   0  0   0   0  0   0   0  0    2   0   0  0   0   0  0   1   0  0    3 16    4 26   10 23   14 25   13 28   
2     4    P  5    4    P  5    4    P  5    4    P  2    4    P  2    4    P  5      1   2   0  0   0   0  0   0   0  0    2   0   0  0   0   0  0   1   0  0    3 16    4 26   10 23   14 25   13 28   
2     4    P  5    4    P  5    4    P  5    4    P  2    4    P  2    4    P  5      1   2   0  0   0   0  0   0   0  0    2   0   0  0   0   0  0   1   0  0    3 16    4 26   10 23   14 25   13 28   
2     4    P  5    4    P  5    4    P  5    4    P  2    4    P  2    4    P  5      1   2   0  0   0   0  0   0   0  0    2   0   0  0   0   0  0   1   0  0    3 16    4 26   10 23   14 25   13 28   
2     4    P  5    4    P  5    4    P  5    4    P  2    4    P  2    4    P  5      1   2   0  0   3   0  0   0   0  0    2   0   0  0   0   0  0   1   0  0    3 16    4 26   10 23   14 25   13 28   
2     4    P  5    4    P  5    4    P  5    4    P  2    4    P  2    4    P  5      1   2   0  0   3   0  0   4   0  0    2   0   0  0   0   0  0   1   0  0    3 16    4 26   10 23   14 25   13 28   
1     4    P  5    4    P  5    4    P  5    4    P  2    4    P  2    4    P  5      1   2   0  0   3   0  0   4   0  0    2   0   0  0   0   0  0   1   0  0    3 16    4 26   10 23   14 25   13 28   
3     4    P  5    4    P  5    4    P  5    4    P  2    4    P  2    4    P  5      1   2   0  0   3   0  0   4   0  0    2   0   0  0   0   0  0   1   0  0    3 16    4 26   10 23   14 25   13 28   
3     4    P  5    1    P  5    4    P  5    4    P  2    4    P  2    4    P  5      1   2   0  0   3   0  0   4   0  0    2   0   0  0   0   0  0   1   0  0    3 16    4 26   10 23   14 25   13 28   
3     4    P  5    1    P  5    4    P  5    4    P  2    4    P  2    4    P  5      1   2   3  0   3   0  0   4   0  0    2   0   0  0   0   0  0   1   0  0    3 16    4 26   10 23   14 25   13 28   
3     4    P  5    1    P  5    1    P  5    4    P  2    4    P  2    4    P  5      1   2   3  0   3   0  0   4   0  0    2   0   0  0   0   0  0   1   0  0    3 16    4 26   10 23   14 25   13 28   
3     4    P  5    1    P  5    1    P  5    4    P  2    4    P  2    4    P  5      1   2   3  0   3   4  0   4   0  0    2   0   0  0   0   0  0   1   0  0    3 16    4 26   10 23   14 25   13 28   
3     4    P  5    1    P  5    1    P  5    1    P  2    4    P  2    4    P  5      1   2   3  0   3   4  0   4   0  0    2   0   0  0   0   0  0   1   0  0    3 16    4 26   10 23   14 25   13 28   
3     4    P  5    1    P  5    1    P  5    1    P  2    4    P  2    4    P  5      1   2   3  0   3   4  0   4   4  0    2   0   0  0   0   0  0   1   0  0    3 16    4 26   10 23   14 25   13 28   
3     4    P  5    1    P  5    1    P  5    1    P  2    4    P  2    4    P  5      1   2   6  0   3   4  0   4   4  0    2   0   0  0   0   0  0   1   0  0    3 16    4 26   10 23   14 25   13 28   
3     4    P  5    1    P  5    1    P  5    1    P  2    4    P  2    4    P  5      1   2   6  0   3   7  0   4   4  0    2   0   0  0   0   0  0   1   0  0    3 16    4 26   10 23   14 25   13 28   
3     4    P  5    1    P  5    1    P  5    1    P  2    4    P  2    4    P  5      1   2   6  0   3   7  0   4   7  0    2   0   0  0   0   0  0   1   0  0    3 16    4 26   10 23   14 25   13 28   
3     4    P  5    1    P  5    1    P  5    1    P  2    4    P  2    4    P  5      1   2   9  0   3   7  0   4   7  0    2   0   0  0   0   0  0   1   0  0    3 16    4 26   10 23   14 25   13 28   
3     4    P  5    1    P  5    1    P  5    1    P  2    4    P  2    4    P  5      1   2   9  0   3  10  0   4   7  0    2   0   0  0   0   0  0   1   0  0    3 16    4 26   10 23   14 25   13 28   
3     4    P  5    1    P  5    1    P  5    1    P  2    4    P  2    4    P  5      1   2   9  0   3  10  0   4  10  0    2   0   0  0   0   0  0   1   0  0    3 16    4 26   10 23   14 25   13 28   
3     4    P  5    1    P  5    1    P  5    1    P  2    4    P  2    4    P  5      1   2  12  0   3  10  0   4  10  0    2   0   0  0   0   0  0   1   0  0    3 16    4 26   10 23   14 25   13 28   
3     4    P  5    1    P  5    1    P  5    1    P  2    4    P  2    4    P  5      1   2  12  0   3  13  0   4  10  0    2   0   0  0   0   0  0   1   0  0    3 16    4 26   10 23   14 25   13 28   
3     4    P  5    1    P  5    1    P  5    1    P  2    4    P  2    4    P  5      1   2  12  0   3  13  0   4  13  0    2   0   0  0   0   0  0   1   0  0    3 16    4 26   10 23   14 25   13 28   
3     4    P  5    1    P  5    1    P  5    1    P  2    4    P  2    4    P  5      1   2  15  0   3  13  0   4  13  0    2   0   0  0   0   0  0   1   0  0    3 16    4 26   10 23   14 25   13 28   
3     4    P  5    1    P  5    1    P  5    1    P  2    4    P  2    4    P  5      1   2  15  0   3  16  0   4  13  0    2   0   0  0   0   0  0   1   0  0    3 16    4 26   10 23   14 25   13 28   
3     4    P  5    1    P  5    1    P  5    1    P  2    4    P  2    4    P  5      1   2  15  0   3  16  0   4  16  0    2   0   0  0   0   0  0   1   0  0    3 16    4 26   10 23   14 25   13 28   
3     4    P  5    1    P  5    1    P  5    1    P  2    4    P  2    4    P  5      1   2  16  0   3  16  0   4  16  0    2   0   0  0   0   0  0   1   0  0    3 16    4 26   10 23   14 25   13 28   
3     4    P  5    2    P  5    1    P  5    1    P  2    4    P  2    4    P  5      1   2  16  0   3  16  0   4  16  0    2   0   0  0   0   0  0   1   0  0    3 16    4 26   10 23   14 25   13 28   
3     4    P  5    2    P  5    1    P  5    1    P  2    4    P  2    4    P  5      1   2  16  0   3  16  0   4  16  0    2   0   0  0   0   0  0   1   0  0    2 16    4 26   10 23   14 25   13 28   
3     4    P  5    2    P  5    1    P  5    1    P  2    4    P  2    4    P  5      1   2  16  1   3  16  0   4  16  0    2   0   0  0   0   0  0   1   0  0    2 16    4 26   10 23   14 25   13 28   
3     4    P  5    2    P  5    1    P  5    1    P  2    4    P  2    4    P  5      1   2  16  1   3  16  0   4  16  0    2   0   0  0   0   0  0   1   0  0    2 16    4 26   10 23   14 25   13 28   
3     4    P  5    2    P  5    2    P  5    1    P  2    4    P  2    4    P  5      1   2  16  1   3  16  0   4  16  0    2   0   0  0   0   0  0   1   0  0    2 16    4 26   10 23   14 25   13 28   
3     4    P  5    2    P  5    2    P  5    1    P  2    4    P  2    4    P  5      1   2  16  1   3  16  0   4  16  0    2   0   0  0   0   0  0   1   0  0    1 16    4 26   10 23   14 25   13 28   
3     4    P  5    2    P  5    2    P  5    1    P  2    4    P  2    4    P  5      1   2  16  1   3  16  1   4  16  0    2   0   0  0   0   0  0   1   0  0    1 16    4 26   10 23   14 25   13 28   
3     4    P  5    2    P  5    2    P  5    1    P  2    4    P  2    4    P  5      1   2  16  1   3  16  1   4  16  0    2   0   0  0   0   0  0   1   0  0    1 16    4 26   10 23   14 25   13 28   
3     4    P  5    2    P  5    2    P  5    2    P  2    4    P  2    4    P  5      1   2  16  1   3  16  1   4  16  0    2   0   0  0   0   0  0   1   0  0    1 16    4 26   10 23   14 25   13 28   
3     4    P  5    2    P  5    2    P  5    2    P  2    4    P  2    4    P  5      1   2  16  1   3  16  1   4  16  0    2   0   0  0   0   0  0   1   0  0    0 16    4 26   10 23   14 25   13 28   
3     4    P  5    2    P  5    2    P  5    2    P  2    4    P  2    4    P  5      1   2  16  1   3  16  1   4  16  1    2   0   0  0   0   0  0   1   0  0    0 16    4 26   10 23   14 25   13 28   
3     4    P  5    3    P  5    2    P  5    2    P  2    4    P  2    4    P  5      1   2  16  1   3  16  1   4  16  1    2   0   0  0   0   0  0   1   0  0    0 16    4 26   10 23   14 25   13 28   
3     4    P  5    3    P  5    2    P  5    2    P  2    4    P  2    4    P  5      1   2  13  1   3  16  1   4  16  1    2   0   0  0   0   0  0   1   0  0    0 16    4 26   10 23   14 25   13 28   
3     4    P  5    3    P  5    3    P  5    2    P  2    4    P  2    4    P  5      1   2  13  1   3  16  1   4  16  1    2   0   0  0   0   0  0   1   0  0    0 16    4 26   10 23   14 25   13 28   
3     4    P  5    3    P  5    3    P  5    2    P  2    4    P  2    4    P  5      1   2  13  1   3  12  1   4  16  1    2   0   0  0   0   0  0   1   0  0    0 16    4 26   10 23   14 25   13 28   
3     4    P  5    3    P  5    3    P  5    3    P  2    4    P  2    4    P  5      1   2  13  1   3  12  1   4  16  1    2   0   0  0   0   0  0   1   0  0    0 16    4 26   10 23   14 25   13 28   
3     4    P  5    3    P  5    3    P  5    3    P  2    4    P  2    4    P  5      1   2  13  1   3  12  1   4  12  1    2   0   0  0   0   0  0   1   0  0    0 16    4 26   10 23   14 25   13 28   
3     4    P  5    3    P  5    3    P  5    3    P  2    4    P  2    4    P  5      1   2  11  1   3  12  1   4  12  1    2   0   0  0   0   0  0   1   0  0    0 16    4 26   10 23   14 25   13 28   
3     4    P  5    3    P  5    3    P  5    3    P  2    4    P  2    4    P  5      1   2  11  1   3  10  1   4  12  1    2   0   0  0   0   0  0   1   0  0    0 16    4 26   10 23   14 25   13 28   
3     4    P  5    3    P  5    3    P  5    3    P  2    4    P  2    4    P  5      1   2  11  1   3  10  1   4  10  1    2   0   0  0   0   0  0   1   0  0    0 16    4 26   10 23   14 25   13 28   
3     4    P  5    3    P  5    3    P  5    3    P  2    4    P  2    4    P  5      1   2   9  1   3  10  1   4  10  1    2   0   0  0   0   0  0   1   0  0    0 16    4 26   10 23   14 25   13 28   
3     4    P  5    3    P  5    3    P  5    3    P  2    4    P  2    4    P  5      1   2   9  1   3   8  1   4  10  1    2   0   0  0   0   0  0   1   0  0    0 16    4 26   10 23   14 25   13 28   
3     4    P  5    3    P  5    3    P  5    3    P  2    4    P  2    4    P  5      1   2   9  1   3   8  1   4   8  1    2   0   0  0   0   0  0   1   0  0    0 16    4 26   10 23   14 25   13 28   
3     4    P  5    3    P  5    3    P  5    3    P  2    4    P  2    4    P  5      1   2   7  1   3   8  1   4   8  1    2   0   0  0   0   0  0   1   0  0    0 16    4 26   10 23   14 25   13 28   
3     4    P  5    3    P  5    3    P  5    3    P  2    4    P  2    4    P  5      1   2   7  1   3   6  1   4   8  1    2   0   0  0   0   0  0   1   0  0    0 16    4 26   10 23   14 25   13 28   
3     4    P  5    3    P  5    3    P  5    3    P  2    4    P  2    4    P  5      1   2   7  1   3   6  1   4   6  1    2   0   0  0   0   0  0   1   0  0    0 16    4 26   10 23   14 25   13 28   
3     4    P  5    3    P  5    3    P  5    3    P  2    4    P  2    4    P  5      1   2   5  1   3   6  1   4   6  1    2   0   0  0   0   0  0   1   0  0    0 16    4 26   10 23   14 25   13 28   
3     4    P  5    3    P  5    3    P  5    3    P  2    4    P  2    4    P  5      1   2   5  1   3   4  1   4   6  1    2   0   0  0   0   0  0   1   0  0    0 16    4 26   10 23   14 25   13 28   
3     4    P  5    3    P  5    3    P  5    3    P  2    4    P  2    4    P  5      1   2   5  1   3   4  1   4   4  1    2   0   0  0   0   0  0   1   0  0    0 16    4 26   10 23   14 25   13 28   
3     4    P  5    3    P  5    3    P  5    3    P  2    4    P  2    4    P  5      1   2   3  1   3   4  1   4   4  1    2   0   0  0   0   0  0   1   0  0    0 16    4 26   10 23   14 25   13 28   
3     4    P  5    3    P  5    3    P  5    3    P  2    4    P  2    4    P  5      1   2   3  1   3   2  1   4   4  1    2   0   0  0   0   0  0   1   0  0    0 16    4 26   10 23   14 25   13 28   
3     4    P  5    3    P  5    3    P  5    3    P  2    4    P  2    4    P  5      1   2   3  1   3   2  1   4   2  1    2   0   0  0   0   0  0   1   0  0    0 16    4 26   10 23   14 25   13 28   
3     4    P  5    3    P  5    3    P  5    3    P  2    4    P  2    4    P  5      1   2   1  1   3   2  1   4   2  1    2   0   0  0   0   0  0   1   0  0    0 16    4 26   10 23   14 25   13 28   
3     4    P  5    3    P  5    3    P  5    3    P  2    4    P  2    4    P  5      1   2   1  1   3   0  1   4   2  1    2   0   0  0   0   0  0   1   0  0    0 16    4 26   10 23   14 25   13 28   
3     4    P  5    3    P  5    3    P  5    3    P  2    4    P  2    4    P  5      1   2   1  1   3   0  1   4   0  1    2   0   0  0   0   0  0   1   0  0    0 16    4 26   10 23   14 25   13 28   
3     4    P  5    3    P  5    3    P  5    3    P  2    4    P  2    4    P  5      1   2   0  1   3   0  1   4   0  1    2   0   0  0   0   0  0   1   0  0    0 16    4 26   10 23   14 25   13 28   
3     4    P  5    4    P  5    3    P  5    3    P  2    4    P  2    4    P  5      1   2   0  1   3   0  1   4   0  1    2   0   0  0   0   0  0   1   0  0    0 16    4 26   10 23   14 25   13 28   
3     4    P  5    4    P  5    3    P  5    3    P  2    4    P  2    4    P  5      1   2   0  1   3   0  1   4   0  1    2   0   0  0   0   0  0   1   0  0    0 16    4 26   10 23   14 25   13 28   
3     4    P  5    4    P  5    4    P  5    3    P  2    4    P  2    4    P  5      1   2   0  1   3   0  1   4   0  1    2   0   0  0   0   0  0   1   0  0    0 16    4 26   10 23   14 25   13 28   
3     4    P  5    4    P  5    4    P  5    3    P  2    4    P  2    4    P  5      1   2   0  1   3   0  1   4   0  1    2   0   0  0   0   0  0   1   0  0    0 16    4 26   10 23   14 25   13 28   
3     4    P  5    4    P  5    4    P  5    4    P  2    4    P  2    4    P  5      1   2   0  1   3   0  1   4   0  1    2   0   0  0   0   0  0   1   0  0    0 16    4 26   10 23   14 25   13 28   
1     4    P  5    4    P  5    4    P  5    4    P  2    4    P  2    4    P  5      1   2   0  1   3   0  1   4   0  1    2   0   0  0   0   0  0   1   0  0    0 16    4 26   10 23   14 25   13 28   
3     4    P  5    4    P  5    4    P  5    4    P  2    4    P  2    4    P  5      1   2   0  1   3   0  1   4   0  1    2   0   0  0   0   0  0   1   0  0    0 16    4 26   10 23   14 25   13 28   
3     4    P  5    4    P  5    4    P  5    4    P  2    4    P  2    4    P  5      1   2   0  0   3   0  1   4   0  1    2   0   0  0   0   0  0   1   0  0    0 16    4 26   10 23   14 25   13 28   
3     4    P  5    4    P  5    4    P  5    4    P  2    4    P  2    4    P  5      1   2   0  0   3   0  1   4   0  1    2   0   0  0   0   0  0   0   0  0    0 16    4 26   10 23   14 25   13 28   
1     4    P  5    4    P  5    4    P  5    4    P  2    4    P  2    4    P  5      1   2   0  0   3   0  1   4   0  1    2   0   0  0   0   0  0   0   0  0    0 16    4 26   10 23   14 25   13 28   
3     4    P  5    4    P  5    4    P  5    4    P  2    4    P  2    4    P  5      1   2   0  0   3   0  1   4   0  1    2   0   0  0   0   0  0   0   0  0    0 16    4 26   10 23   14 25   13 28   
3     4    P  5    4    P  5    4    P  5    4    P  2    4    P  2    4    P  5      1   0   0  0   3   0  1   4   0  1    2   0   0  0   0   0  0   0   0  0    0 16    4 26   10 23   14 25   13 28   
3     4    P  5    4    P  5    4    P  5    4    P  2    4    P  2    4    P  5      1   0   0  0   3   0  0   4   0  1    2   0   0  0   0   0  0   0   0  0    0 16    4 26   10 23   14 25   13 28   
1     4    P  5    4    P  5    4    P  5    4    P  2    4    P  2    4    P  5      1   0   0  0   3   0  0   4   0  1    2   0   0  0   0   0  0   0   0  0    0 16    4 26   10 23   14 25   13 28   
2     4    P  5    4    P  5    4    P  5    4    P  2    4    P  2    4    P  5      1   0   0  0   3   0  0   4   0  1    2   0   0  0   0   0  0   0   0  0    0 16    4 26   10 23   14 25   13 28   
2     4    P  5    4    P  5    4    P  5    4    P  2    4    P  2    4    P  5      1   0   0  0   3   0  0   4   0  1    2   0   0  0   0   0  0   0   0  0    0 16    4 26   10 23   14 25   13 28   
2     4    P  5    4    P  5    4    P  5    4    P  2    4    P  2    4    P  5      1   0   0  0   0   0  0   4   0  1    2   0   0  0   0   0  0   0   0  0    0 16    4 26   10 23   14 25   13 28   
2     4    P  5    4    P  5    4    P  5    4    P  2    4    P  2    4    P  5      1   0   0  0   0   0  0   4   0  0    2   0   0  0   0   0  0   0   0  0    0 16    4 26   10 23   14 25   13 28   
2     4    P  5    4    P  5    4    P  5    4    P  2    4    P  2    4    P  5      1   0   0  0   0   0  0   4   0  0    2   0   0  0   0   0  0   0   0  0    0 16    4 26   10 23   14 25   13 28   
2     4    P  5    4    P  5    4    P  5    4    P  2    4    P  2    4    P  5      1   0   0  0   0   0  0   4   0  0    2   5   0  0   0   0  0   0   0  0    0 16    4 26   10 23   14 25   13 28   
2     4    P  5    4    P  5    4    P  5    4    P  2    4    P  2    4    P  5      1   0   0  0   0   0  0   4   0  0    2   5   0  0   0   0  0   0   0  0    0 16    4 26   10 23   14 25   13 28   
2     4    P  5    4    P  5    4    P  5    4    P  2    4    P  2    4    P  5      1   0   0  0   0   0  0   4   0  0    2   5   0  0   0   0  0   0   0  0    0 16    4 26   10 23   14 25   13 28   
2     4    P  5    4    P  5    4    P  5    4    P  2    4    P  2    4    P  5      1   0   0  0   0   0  0   4   0  0    2   5   0  0   1   0  0   0   0  0    0 16    4 26   10 23   14 25   13 28   
2     4    P  5    4    P  5    4    P  5    4    P  2    4    P  2    4    P  5      1   0   0  0   0   0  0   4   0  0    2   5   0  0   1   0  0   2   0  0    0 16    4 26   10 23   14 25   13 28   
1     4    P  5    4    P  5    4    P  5    4    P  2    4    P  2    4    P  5      1   0   0  0   0   0  0   4   0  0    2   5   0  0   1   0  0   2   0  0    0 16    4 26   10 23   14 25   13 28   
3     4    P  5    4    P  5    4    P  5    4    P  2    4    P  2    4    P  5      1   0   0  0   0   0  0   4   0  0    2   5   0  0   1   0  0   2   0  0    0 16    4 26   10 23   14 25   13 28   
3     4    P  5    4    P  5    4    P  5    4    P  2    1    P  2    4    P  5      1   0   0  0   0   0  0   4   0  0    2   5   0  0   1   0  0   2   0  0    0 16    4 26   10 23   14 25   13 28   
3     4    P  5    4    P  5    4    P  5    4    P  2    1    P  2    4    P  5      1   0   0  0   0   0  0   4   0  0    2   5   3  0   1   0  0   2   0  0    0 16    4 26   10 23   14 25   13 28   
3     1    P  5    4    P  5    4    P  5    4    P  2    1    P  2    4    P  5      1   0   0  0   0   0  0   4   0  0    2   5   3  0   1   0  0   2   0  0    0 16    4 26   10 23   14 25   13 28   
3     1    P  5    4    P  5    4    P  5    4    P  2    1    P  2    4    P  5      1   0   0  0   0   0  0   4   0  0    2   5   3  0   1   4  0   2   0  0    0 16    4 26   10 23   14 25   13 28   
3     1    P  5    1    P  5    4    P  5    4    P  2    1    P  2    4    P  5      1   0   0  0   0   0  0   4   0  0    2   5   3  0   1   4  0   2   0  0    0 16    4 26   10 23   14 25   13 28   
3     1    P  5    1    P  5    4    P  5    4    P  2    1    P  2    4    P  5      1   0   0  0   0   0  0   4   0  0    2   5   3  0   1   4  0   2   4  0    0 16    4 26   10 23   14 25   13 28   
3     1    P  5    1    P  5    4    P  5    4    P  2    1    P  2    4    P  5      1   0   0  0   0   0  0   4   0  0    2   5   6  0   1   4  0   2   4  0    0 16    4 26   10 23   14 25   13 28   
3     1    P  5    1    P  5    4    P  5    4    P  2    1    P  2    4    P  5      1   0   0  0   0   0  0   4   0  0    2   5   6  0   1   7  0   2   4  0    0 16    4 26   10 23   14 25   13 28   
3     1    P  5    1    P  5    4    P  5    4    P  2    1    P  2    4    P  5      1   0   0  0   0   0  0   4   0  0    2   5   6  0   1   7  0   2   7  0    0 16    4 26   10 23   14 25   13 28   
3     1    P  5    1    P  5    4    P  5    4    P  2    1    P  2    4    P  5      1   0   0  0   0   0  0   4   0  0    2   5   9  0   1   7  0   2   7  0    0 16    4 26   10 23   14 25   13 28   
3     1    P  5    1    P  5    4    P  5    4    P  2    1    P  2    4    P  5      1   0   0  0   0   0  0   4   0  0    2   5   9  0   1  10  0   2   7  0    0 16    4 26   10 23   14 25   13 28   
3     1    P  5    1    P  5    4    P  5    4    P  2    1    P  2    4    P  5      1   0   0  0   0   0  0   4   0  0    2   5   9  0   1  10  0   2  10  0    0 16    4 26   10 23   14 25   13 28   
3     1    P  5    1    P  5    4    P  5    4    P  2    1    P  2    4    P  5      1   0   0  0   0   0  0   4   0  0    2   5  12  0   1  10  0   2  10  0    0 16    4 26   10 23   14 25   13 28   
3     1    P  5    1    P  5    4    P  5    4    P  2    1    P  2    4    P  5      1   0   0  0   0   0  0   4   0  0    2   5  12  0   1  13  0   2  10  0    0 16    4 26   10 23   14 25   13 28   
3     1    P  5    1    P  5    4    P  5    4    P  2    1    P  2    4    P  5      1   0   0  0   0   0  0   4   0  0    2   5  12  0   1  13  0   2  13  0    0 16    4 26   10 23   14 25   13 28   
3     1    P  5    1    P  5    4    P  5    4    P  2    1    P  2    4    P  5      1   0   0  0   0   0  0   4   0  0    2   5  15  0   1  13  0   2  13  0    0 16    4 26   10 23   14 25   13 28   
3     1    P  5    1    P  5    4    P  5    4    P  2    1    P  2    4    P  5      1   0   0  0   0   0  0   4   0  0    2   5  15  0   1  16  0   2  13  0    0 16    4 26   10 23   14 25   13 28   
3     1    P  5    1    P  5    4    P  5    4    P  2    1    P  2    4    P  5      1   0   0  0   0   0  0   4   0  0    2   5  15  0   1  16  0   2  16  0    0 16    4 26   10 23   14 25   13 28   
3     1    P  5    1    P  5    4    P  5    4    P  2    1    P  2    4    P  5      1   0   0  0   0   0  0   4   0  0    2   5  18  0   1  16  0   2  16  0    0 16    4 26   10 23   14 25   13 28   
3     1    P  5    1    P  5    4    P  5    4    P  2    1    P  2    4    P  5      1   0   0  0   0   0  0   4   0  0    2   5  18  0   1  19  0   2  16  0    0 16    4 26   10 23   14 25   13 28   
3     1    P  5    1    P  5    4    P  5    4    P  2    1    P  2    4    P  5      1   0   0  0   0   0  0   4   0  0    2   5  18  0   1  19  0   2  19  0    0 16    4 26   10 23   14 25   13 28   
